CustomerName,Class,Long,Latt,Gallons
1840-1-10 HALLIBURTON ENERGY SERVICES   ,All,-82.00492,39.949377,1282287
1840-1-10 HALLIBURTON ENERGY SERVICES   ,KENSOL DISTILLATES HT         ,-82.00492,39.949377,1282287
1840-2-10 HALLIBURTON                   ,All,-76.88449,41.173254,83670
1840-2-10 HALLIBURTON                   ,KENSOL DISTILLATES HT         ,-76.88449,41.173254,83670
1870-1-10 HAMMAKER EAST LTD             ,KENSOL NAPHTHAS               ,-77.66139,39.931123,24239
1870-1-10 HAMMAKER EAST LTD             ,All,-77.66139,39.931123,24239
1870-2-10 HAMMAKER-EAST BALTIMORE       ,KENSOL NAPHTHAS               ,-76.56623,39.211758,8124
1870-2-10 HAMMAKER-EAST BALTIMORE       ,All,-76.56623,39.211758,8124
"187-1-10 ALLMINE PAVING, LLC           ",All,-78.02742,39.368967,1169110
"187-1-10 ALLMINE PAVING, LLC           ",RESINS                        ,-78.02742,39.368967,1169110
1875-1-10 AM STABILIZERS CORP           ,All,-79.83921,41.407366,305179
1875-1-10 AM STABILIZERS CORP           ,KENDEX 0150 HT                ,-79.83921,41.407366,300770
1875-1-10 AM STABILIZERS CORP           ,KENSOL DISTILLATES HT         ,-79.83921,41.407366,4409
1900-18-10 CHEMASTERS                    ,All,-81.06021,41.80063,58239
1900-18-10 CHEMASTERS                    ,WAXES                         ,-81.06021,41.80063,58239
1900-23-10 LUBRIZOL                      ,WAXES                         ,-81.2396,41.716094,534507
1900-23-10 LUBRIZOL                      ,All,-81.2396,41.716094,534507
1900-27-10 LANGBOARD                     ,WAXES                         ,-83.01949,31.375165,19233
1900-27-10 LANGBOARD                     ,All,-83.01949,31.375165,19233
"1900-30-10 LOCKHART CHEMICAL, CO         ",All,-83.69728,43.062076,171121
"1900-30-10 LOCKHART CHEMICAL, CO         ",WAXES                         ,-83.69728,43.062076,171121
1900-35-10 DAUBERT CHEMICAL CO.          ,WAXES                         ,-87.7738,41.787982,19479
1900-35-10 DAUBERT CHEMICAL CO.          ,All,-87.7738,41.787982,19479
1900-36-10 PURE ASPHALT                  ,WAXES                         ,-87.718,41.850232,4194
1900-36-10 PURE ASPHALT                  ,All,-87.718,41.850232,4194
1900-43-10 LUBRIZOL                      ,All,-95.1201,29.687657,12727
1900-43-10 LUBRIZOL                      ,WAXES                         ,-95.1201,29.687657,12727
1900-5-10 VENTATOR CHEMICALS            ,WAXES                         ,-80.6633,35.335294,698567
1900-5-10 VENTATOR CHEMICALS            ,All,-80.6633,35.335294,698567
1900-801-10 LANGBOARD                     ,All,-83.01949,31.375165,524736
1900-801-10 LANGBOARD                     ,WAXES                         ,-83.01949,31.375165,524736
"1903-3-10 HERITAGE-CRYSTAL CLEAN, LLC   ",KENSOL NAPHTHAS               ,-75.05681,39.966812,46106
"1903-3-10 HERITAGE-CRYSTAL CLEAN, LLC   ",All,-75.05681,39.966812,46106
1913-601-10 BULKMATIC DE MEXICO C.P. 65500,KENSOL NAPHTHAS               ,-102.6334,23.90909386,59831
1913-601-10 BULKMATIC DE MEXICO C.P. 65500,All,-102.6334,23.90909386,59831
1913-602-10 POLIMEROS ESPECIALES          ,All,-102.6334,23.90909386,59959
1913-602-10 POLIMEROS ESPECIALES          ,KENSOL NAPHTHAS               ,-102.6334,23.90909386,59959
1918-901-10 HK HERCULES AUTOMATION CO LTD.,OCTG                          ,103.9754333,36.55308533,4257
1918-901-10 HK HERCULES AUTOMATION CO LTD.,All,103.9754333,36.55308533,4257
1918-902-10 TIANJIN PIPE INT'L ECONOMIC & ,OCTG                          ,103.9754333,36.55308533,29799
1918-902-10 TIANJIN PIPE INT'L ECONOMIC & ,All,103.9754333,36.55308533,29799
1918-903-10 HK HERCULES AUTOMATION CO LTD.,OCTG                          ,56.1579628,20.56662178,2100
1918-903-10 HK HERCULES AUTOMATION CO LTD.,All,56.1579628,20.56662178,2100
1918-904-10 SHENZHEN HERCULES AUTOMATION  ,OCTG                          ,103.9754333,36.55308533,16668
1918-904-10 SHENZHEN HERCULES AUTOMATION  ,All,103.9754333,36.55308533,16668
1918-906-10 HERCULES COMMERCIAL TRADING   ,All,13.07865047,63.39963913,738
1918-906-10 HERCULES COMMERCIAL TRADING   ,OCTG                          ,13.07865047,63.39963913,738
1918-907-10 BARDAWIL SPECIALITIES QATAR   ,OCTG                          ,51.26026535,25.41362572,496
1918-907-10 BARDAWIL SPECIALITIES QATAR   ,All,51.26026535,25.41362572,496
1918-908-10 SHENZHEN HERCULES AUTOMATION  ,OCTG                          ,NULL,NULL,1045
1918-908-10 SHENZHEN HERCULES AUTOMATION  ,All,NULL,NULL,1045
"1918-910-10 HK HERCULES AUTOMATION CO.,   ",All,NULL,NULL,61
"1918-910-10 HK HERCULES AUTOMATION CO.,   ",OCTG                          ,NULL,NULL,61
1920-801-10 HICKS OIL                     ,KENDEX 0847/H                 ,-89.24688,38.011729,48090
1920-801-10 HICKS OIL                     ,All,-89.24688,38.011729,48090
1925-1-10 HEATH OIL CO.                 ,All,-79.69044,41.439658,66802
1925-1-10 HEATH OIL CO.                 ,FUEL OIL                      ,-79.69044,41.439658,66802
1940-801-10 HILL & GRIFFITH               ,All,-86.25214,39.736844,74684
1940-801-10 HILL & GRIFFITH               ,BASE OILS                     ,-86.25214,39.736844,74684
1988-1-10 APACHE OIL COMPANY            ,OCTG                          ,-95.14632,29.650492,52
1988-1-10 APACHE OIL COMPANY            ,All,-95.14632,29.650492,52
2050-1-10 CAPITAL GOODS WAREHOUSE       ,All,-119.00896,35.487491,53
2050-1-10 CAPITAL GOODS WAREHOUSE       ,OCTG                          ,-119.00896,35.487491,53
2054-9-10 HYDRILL                       ,OCTG                          ,-95.26043,29.760794,2389
2054-9-10 HYDRILL                       ,All,-95.26043,29.760794,2389
2055-2-10 TENARIS - WESTWEGO            ,OCTG                          ,-90.17737,29.91534,77
2055-2-10 TENARIS - WESTWEGO            ,All,-90.17737,29.91534,77
"2074-2-10 HUNTING ENERGY SERVICES, INC. ",All,-91.95251,30.134801,21
"2074-2-10 HUNTING ENERGY SERVICES, INC. ",OCTG                          ,-91.95251,30.134801,21
"2080-1-10 IDEAS, INC.                   ",All,-87.66264,41.609078,24938
"2080-1-10 IDEAS, INC.                   ",WAXES                         ,-87.66264,41.609078,14801
"2080-1-10 IDEAS, INC.                   ",RESINS                        ,-87.66264,41.609078,10137
2090-2-10 IFS INDUSTRIES                ,BASE OILS                     ,-75.94215,40.327792,1980
2090-2-10 IFS INDUSTRIES                ,All,-75.94215,40.327792,1980
"2095-2-10 INTERNATIONAL WAXES, INC.     ",KENSOL NAPHTHAS               ,-78.44419,41.801302,24144
"2095-2-10 INTERNATIONAL WAXES, INC.     ",All,-78.44419,41.801302,24144
2095-3-10 IGI                           ,All,-79.65608,40.711528,183820
2095-3-10 IGI                           ,CAT CRACKER FEED/GASOIL       ,-79.65608,40.711528,183820
2095-701-10 IGI                           ,All,-79.2855,43.7807,611620
2095-701-10 IGI                           ,WAXES                         ,-79.2855,43.7807,611620
2140-2-10 RONALD E. JOHNSON D/B/A       ,All,-79.16146,40.626307,349998
2140-2-10 RONALD E. JOHNSON D/B/A       ,FUEL OIL                      ,-79.16146,40.626307,325826
2140-2-10 RONALD E. JOHNSON D/B/A       ,KENSOL NAPHTHAS               ,-79.16146,40.626307,14966
2140-2-10 RONALD E. JOHNSON D/B/A       ,GASOLINE                      ,-79.16146,40.626307,9206
2153-1-10 INDUSTRIAL BEARING & SERVICES ,OCTG                          ,-95.57243,29.85873,21
2153-1-10 INDUSTRIAL BEARING & SERVICES ,All,-95.57243,29.85873,21
2160-4-10 INDUSTRIAL RAW MATERIALS LLC  ,WAXES                         ,-80.6633,35.335294,13046
2160-4-10 INDUSTRIAL RAW MATERIALS LLC  ,All,-80.6633,35.335294,13046
2160-5-10 INDUSTRIAL RAW MATERIALS      ,WAXES                         ,-85.89917,38.958688,31913
2160-5-10 INDUSTRIAL RAW MATERIALS      ,All,-85.89917,38.958688,31913
2171-1-10 INTERNATIONAL CHEMICAL CO.    ,All,-75.14054,39.992862,208
2171-1-10 INTERNATIONAL CHEMICAL CO.    ,RESINS                        ,-75.14054,39.992862,208
2173-1-10 INTERLUBE                     ,All,-84.4545,39.160693,624
2173-1-10 INTERLUBE                     ,RESINS                        ,-84.4545,39.160693,624
2180-1-10 INTERSTATE CHEMICAL COMPANY   ,All,-80.45797,41.232543,104496
2180-1-10 INTERSTATE CHEMICAL COMPANY   ,KENSOL NAPHTHAS               ,-80.45797,41.232543,103872
2180-1-10 INTERSTATE CHEMICAL COMPANY   ,RESINS                        ,-80.45797,41.232543,624
2194-17-10 SUPERIOR SOLVENTS             ,All,-86.62308,36.243698,38664
2194-17-10 SUPERIOR SOLVENTS             ,KENSOL DISTILLATES HT         ,-86.62308,36.243698,38664
2194-19-10 SUPERIOR                      ,All,-85.28673,35.000825,13041
2194-19-10 SUPERIOR                      ,KENSOL DISTILLATES HT         ,-85.28673,35.000825,13041
"2204-1-10 IVANHOE INDUSTRIES, INC       ",All,-87.84862,42.451371,990
"2204-1-10 IVANHOE INDUSTRIES, INC       ",BASE OILS                     ,-87.84862,42.451371,990
2210-904-10 IWASAKI CORPORATION           ,All,139.0772705,36.28164673,53417
2210-904-10 IWASAKI CORPORATION           ,RESINS                        ,139.0772705,36.28164673,37752
2210-904-10 IWASAKI CORPORATION           ,SPECIALTY PRODUCTS            ,139.0772705,36.28164673,10088
2210-904-10 IWASAKI CORPORATION           ,OCTG                          ,139.0772705,36.28164673,5577
2221-1-10 J & S CHEMICAL CORPORATION    ,All,-84.43884,34.194029,832
2221-1-10 J & S CHEMICAL CORPORATION    ,RESINS                        ,-84.43884,34.194029,832
2224-1-10 J.A.M. DISTRIBUTING COMPANY   ,OCTG                          ,-95.33834,29.66913,1896
2224-1-10 J.A.M. DISTRIBUTING COMPANY   ,All,-95.33834,29.66913,1896
"2227-1-10 JULIAN W. PERKINS, INC.       ",All,-82.10874,41.369846,1664
"2227-1-10 JULIAN W. PERKINS, INC.       ",RESINS                        ,-82.10874,41.369846,1664
2228-1-10 JETCOAT LLC                   ,All,-83.04558,39.935263,8017
2228-1-10 JETCOAT LLC                   ,KENSOL NAPHTHAS               ,-83.04558,39.935263,8017
2233-1-10 J-HOBBS MACHINE CORP.         ,All,-102.28644,31.910706,186
2233-1-10 J-HOBBS MACHINE CORP.         ,OCTG                          ,-102.28644,31.910706,186
2250-3-10 ADVANCED LUBRICATION          ,All,-74.93734,40.10386,122405
2250-3-10 ADVANCED LUBRICATION          ,KENDEX 0150 HT                ,-74.93734,40.10386,122405
2280-1-10 KANE LIQUID FUELS             ,KENSOL NAPHTHAS               ,-78.80734,41.628726,3894
2280-1-10 KANE LIQUID FUELS             ,All,-78.80734,41.628726,3894
2300-1-10 KARNAK CORP                   ,KENSOL NAPHTHAS               ,-74.30934,40.620336,419123
2300-1-10 KARNAK CORP                   ,All,-74.30934,40.620336,419123
2302-1-10 KARNAK MIDWEST LLC            ,KENSOL NAPHTHAS               ,-87.88351,41.851257,62539
2302-1-10 KARNAK MIDWEST LLC            ,All,-87.88351,41.851257,62539
2350-904-10 KTA LTD.                      ,All,34.93033981,39.05101013,24960
2350-904-10 KTA LTD.                      ,RESINS                        ,34.93033981,39.05101013,24960
2350-906-10 KTA LTD.                      ,All,10.3822031,51.20246506,41600
2350-906-10 KTA LTD.                      ,RESINS                        ,10.3822031,51.20246506,41600
2350-907-10 KTA LTD.                      ,All,100.8519135,14.48458195,2080
2350-907-10 KTA LTD.                      ,RESINS                        ,100.8519135,14.48458195,2080
2350-908-10 KTA LTD                       ,All,103.9754333,36.55308533,24960
2350-908-10 KTA LTD                       ,RESINS                        ,103.9754333,36.55308533,24960
2350-909-10 PETROFER LATINO AMERICANO S.A ,All,-102.6334,23.90909386,1872
2350-909-10 PETROFER LATINO AMERICANO S.A ,RESINS                        ,-102.6334,23.90909386,1872
2408-1-10 KEMCO INTERNATIONAL INC.      ,All,-85.16794,41.732206,880
2408-1-10 KEMCO INTERNATIONAL INC.      ,KENSOL DISTILLATES HT         ,-85.16794,41.732206,880
241-901-10 ALGOMA TUBES                  ,All,-84.3768,46.5245,478
241-901-10 ALGOMA TUBES                  ,OCTG                          ,-84.3768,46.5245,478
2437-1-10 KEYSTONE POWDERED METAL       ,KENSOL DISTILLATES HT         ,-78.68839,41.833762,165
2437-1-10 KEYSTONE POWDERED METAL       ,All,-78.68839,41.833762,165
2499-2-10 KORE MART LIMITED             ,All,-76.0785,40.645057,6630
2499-2-10 KORE MART LIMITED             ,KENSOL DISTILLATES HT         ,-76.0785,40.645057,6630
2504-701-10 KROWN RUST CONTROL SYSTEM     ,All,-79.8733,44.1595,157146
2504-701-10 KROWN RUST CONTROL SYSTEM     ,KENDEX 0150 HT                ,-79.8733,44.1595,157146
"2505-901-10 LIAN HOE LEONG & BROS.,PTE LTD",All,103.8205338,1.321995974,8314
"2505-901-10 LIAN HOE LEONG & BROS.,PTE LTD",OCTG                          ,103.8205338,1.321995974,8314
2506-901-10 JERAMEY NG                    ,OCTG                          ,103.8205338,1.321995974,1302
2506-901-10 JERAMEY NG                    ,All,103.8205338,1.321995974,1302
2511-904-10 FLAMINGDO (HK) CO. LTD.       ,RESINS                        ,103.9754333,36.55308533,4160
2511-904-10 FLAMINGDO (HK) CO. LTD.       ,All,103.9754333,36.55308533,4160
2512-1-10 KOPPERS IND. INC.             ,#6 FUEL OIL                   ,-76.88449,41.173254,353098
2512-1-10 KOPPERS IND. INC.             ,All,-76.88449,41.173254,353098
2518-1-10 MANUFACTURERS CHEMICAL L.P.   ,All,-84.861885,35.17272,12753
2518-1-10 MANUFACTURERS CHEMICAL L.P.   ,WAXES                         ,-84.861885,35.17272,12753
2520-1-10 LICTUS KEYSTONE COMPANY       ,KENSOL NAPHTHAS               ,-79.66612,42.066681,193083
2520-1-10 LICTUS KEYSTONE COMPANY       ,All,-79.66612,42.066681,193083
252-1-10 SKANA ALUMINUM                ,All,-80.34348,39.281289,13027
252-1-10 SKANA ALUMINUM                ,KENSOL DISTILLATES HT         ,-80.34348,39.281289,13027
2532-2-10 DYSTAR LP REIDSVILLE          ,All,-79.67075,36.345919,26152
2532-2-10 DYSTAR LP REIDSVILLE          ,KENSOL DISTILLATES HT         ,-79.67075,36.345919,26152
254-1-10 AMCOL CORPORATION             ,KENSOL DISTILLATES HT         ,-83.09819,42.459022,60312
254-1-10 AMCOL CORPORATION             ,All,-83.09819,42.459022,60312
2545-1-10 LOCKHART CHEMICAL             ,All,-83.69728,43.062076,141427
2545-1-10 LOCKHART CHEMICAL             ,WAXES                         ,-83.69728,43.062076,111751
2545-1-10 LOCKHART CHEMICAL             ,KENDEX 0847/H                 ,-83.69728,43.062076,14511
2545-1-10 LOCKHART CHEMICAL             ,SPECIALTY PRODUCTS            ,-83.69728,43.062076,14505
2545-1-10 LOCKHART CHEMICAL             ,KENSOL DISTILLATES HT         ,-83.69728,43.062076,660
2547-1-10 LOWRY WELL TREATING           ,KENSOL NAPHTHAS               ,-81.80629,39.990948,12049
2547-1-10 LOWRY WELL TREATING           ,All,-81.80629,39.990948,12049
2564-1-10 WEATHERFORD COMPLETION SYSTEMS,OCTG                          ,-95.50776,30.680641,42
2564-1-10 WEATHERFORD COMPLETION SYSTEMS,All,-95.50776,30.680641,42
2564-2-10 WEATHERFORD COMPLETION SYSTEMS,OCTG                          ,-95.50776,30.680641,63
2564-2-10 WEATHERFORD COMPLETION SYSTEMS,All,-95.50776,30.680641,63
2571-901-10 LOGIS INC.                    ,All,-102.6334,23.90909386,220
2571-901-10 LOGIS INC.                    ,KENSOL DISTILLATES HT         ,-102.6334,23.90909386,220
2572-701-10 PRODUITS LUBRI-DELTA INC.     ,All,-73.7444,45.5732,33314
2572-701-10 PRODUITS LUBRI-DELTA INC.     ,KENDEX 0847/H                 ,-73.7444,45.5732,22001
2572-701-10 PRODUITS LUBRI-DELTA INC.     ,KENDEX 0150 HT                ,-73.7444,45.5732,11313
2580-2-10 LUBRIZOL CORP.                ,All,-81.2396,41.716094,394013
2580-2-10 LUBRIZOL CORP.                ,WAXES                         ,-81.2396,41.716094,268739
2580-2-10 LUBRIZOL CORP.                ,KENSOL DISTILLATES HT         ,-81.2396,41.716094,105126
2580-2-10 LUBRIZOL CORP.                ,BASE OILS                     ,-81.2396,41.716094,20148
2581-901-10 LUBRICANTES SYNTHETICOS       ,RESINS                        ,-102.6334,23.90909386,208
2581-901-10 LUBRICANTES SYNTHETICOS       ,All,-102.6334,23.90909386,208
2586-1-10 LYDEN OIL                     ,All,-80.74545,41.099008,19137
2586-1-10 LYDEN OIL                     ,KENSOL DISTILLATES HT         ,-80.74545,41.099008,19137
2590-704-10 MCASPHALT INDUSTRY            ,All,-64.7105,46.0625,13575
2590-704-10 MCASPHALT INDUSTRY            ,KENSOL NAPHTHAS               ,-64.7105,46.0625,13575
2590-705-10 MCASHPALT INDUSTRY            ,All,-66.0421,45.286,34372
2590-705-10 MCASHPALT INDUSTRY            ,KENSOL NAPHTHAS               ,-66.0421,45.286,34372
2590-706-10 MCASPHALT INDUSTRY            ,KENSOL NAPHTHAS               ,-78.8641,43.8973,1085099
2590-706-10 MCASPHALT INDUSTRY            ,All,-78.8641,43.8973,1085099
2590-707-10 MC ASPHALT                    ,All,-67.7057,46.7284,27338
2590-707-10 MC ASPHALT                    ,KENSOL NAPHTHAS               ,-67.7057,46.7284,27338
2590-709-10 T.J POUNDER (MCASPHALT)       ,All,-79.724,43.6746,15901
2590-709-10 T.J POUNDER (MCASPHALT)       ,KENSOL NAPHTHAS               ,-79.724,43.6746,15901
"2593-1-10 LYKENS MARKET, INC.           ",All,-77.77387,40.91255,118560
"2593-1-10 LYKENS MARKET, INC.           ",GASOLINE                      ,-77.77387,40.91255,95607
"2593-1-10 LYKENS MARKET, INC.           ",FUEL OIL                      ,-77.77387,40.91255,22953
2612-1-10 MANSFIELD OIL COMPANY         ,All,NULL,NULL,148704
2612-1-10 MANSFIELD OIL COMPANY         ,FUEL OIL                      ,NULL,NULL,148704
2617-902-10 MANNAI TRADING COMPANY WLL    ,All,51.26026535,25.41362572,615
2617-902-10 MANNAI TRADING COMPANY WLL    ,OCTG                          ,51.26026535,25.41362572,615
"2619-901-10 C/O LOGFRET, INC              ",All,79.45809174,23.40601158,12480
"2619-901-10 C/O LOGFRET, INC              ",RESINS                        ,79.45809174,23.40601158,12480
2621-1-10 MANSFIELD OIL COMPANY         ,All,NULL,NULL,178492
2621-1-10 MANSFIELD OIL COMPANY         ,FUEL OIL                      ,NULL,NULL,175437
2621-1-10 MANSFIELD OIL COMPANY         ,GASOLINE                      ,NULL,NULL,3055
2621-2-10 MANSFIELD OIL COMPANY         ,FUEL OIL                      ,NULL,NULL,37907
2621-2-10 MANSFIELD OIL COMPANY         ,All,NULL,NULL,37907
2624-18-10 DOWN EAST EMULISION           ,SPECIALTY PRODUCTS            ,-68.78952,44.81777,19229
2624-18-10 DOWN EAST EMULISION           ,All,-68.78952,44.81777,19229
2624-2-10 POLYGLASS USA                 ,All,-75.98519,40.958434,2080
2624-2-10 POLYGLASS USA                 ,SPECIALTY PRODUCTS            ,-75.98519,40.958434,2080
2624-25-10 ALL STATE ASPHALT             ,All,-72.6091,42.542322,45088
2624-25-10 ALL STATE ASPHALT             ,SPECIALTY PRODUCTS            ,-72.6091,42.542322,45088
2624-29-10 POLYGLASS USA                 ,SPECIALTY PRODUCTS            ,-81.74554,27.997276,9152
2624-29-10 POLYGLASS USA                 ,All,-81.74554,27.997276,9152
2624-31-10 ALL STATE ASPHALT             ,All,-72.927507,41.365709,12995
2624-31-10 ALL STATE ASPHALT             ,SPECIALTY PRODUCTS            ,-72.927507,41.365709,12995
2624-4-10 NEW ENGLAND EMULSIONS         ,All,-71.43797,42.196065,12965
2624-4-10 NEW ENGLAND EMULSIONS         ,SPECIALTY PRODUCTS            ,-71.43797,42.196065,12965
2624-5-10 DALTON ENT.                   ,All,-72.90489,41.507049,6535
2624-5-10 DALTON ENT.                   ,SPECIALTY PRODUCTS            ,-72.90489,41.507049,6535
2624-6-10 P & T PRODUCTS                ,All,-82.71083,41.42646,93908
2624-6-10 P & T PRODUCTS                ,SPECIALTY PRODUCTS            ,-82.71083,41.42646,93908
2624-803-10 ALL STATE ASPHALT             ,All,-72.6091,42.542322,152865
2624-803-10 ALL STATE ASPHALT             ,SPECIALTY PRODUCTS            ,-72.6091,42.542322,152865
2634-1-10 MAVERICK PERFORMANCE PRODUCTS ,BASE OILS                     ,-111.8004,33.237229,94233
2634-1-10 MAVERICK PERFORMANCE PRODUCTS ,All,-111.8004,33.237229,94233
2634-7-10 LTL MAVERICK PERFORMANCE      ,All,-111.8004,33.237229,208
2634-7-10 LTL MAVERICK PERFORMANCE      ,KENDEX 0847/H                 ,-111.8004,33.237229,208
265-1-10 AMERICAN LUBRICANTS INC       ,All,-78.81049,42.880105,4888
265-1-10 AMERICAN LUBRICANTS INC       ,KENSOL DISTILLATES HT         ,-78.81049,42.880105,4888
2657-1-10 MELZER'S FUEL SERVICE         ,All,-81.2396,41.716094,7578
2657-1-10 MELZER'S FUEL SERVICE         ,FUEL OIL                      ,-81.2396,41.716094,7578
2657-2-10 MELZERS FUEL SERVICE INC.     ,All,NULL,NULL,80523
2657-2-10 MELZERS FUEL SERVICE INC.     ,FUEL OIL                      ,NULL,NULL,80523
"2657-3-10 MELZER'S FUEL SERVICE, INC.   ",All,NULL,NULL,7560
"2657-3-10 MELZER'S FUEL SERVICE, INC.   ",FUEL OIL                      ,NULL,NULL,7560
2657-4-10 GE                            ,FUEL OIL                      ,-80.0004,42.126956,7568
2657-4-10 GE                            ,All,-80.0004,42.126956,7568
2657-5-10 BAYLESS FUEL                  ,FUEL OIL                      ,-79.69298,41.622203,32069
2657-5-10 BAYLESS FUEL                  ,All,-79.69298,41.622203,32069
2670-1-10 METALWORKING LUBRICANTS CO.   ,All,-83.28211,42.644581,1380718
2670-1-10 METALWORKING LUBRICANTS CO.   ,KENDEX 0847/H                 ,-83.28211,42.644581,1146047
2670-1-10 METALWORKING LUBRICANTS CO.   ,KENDEX 0150 HT                ,-83.28211,42.644581,193044
2670-1-10 METALWORKING LUBRICANTS CO.   ,BASE OILS                     ,-83.28211,42.644581,33382
2670-1-10 METALWORKING LUBRICANTS CO.   ,KENSOL DISTILLATES HT         ,-83.28211,42.644581,8245
2670-2-10 METALWORKING                  ,All,-86.15903,39.746993,292390
2670-2-10 METALWORKING                  ,KENDEX 0847/H                 ,-86.15903,39.746993,240974
2670-2-10 METALWORKING                  ,KENDEX 0150 HT                ,-86.15903,39.746993,51416
2670-803-10 SAVAGE SERVICES/FLEXI FLO     ,All,-83.18188,42.281638,23945
2670-803-10 SAVAGE SERVICES/FLEXI FLO     ,KENDEX 0847/H                 ,-83.18188,42.281638,23945
2670-804-10 METALWORKING LUBRICANTS       ,All,-86.15903,39.746993,95854
2670-804-10 METALWORKING LUBRICANTS       ,KENDEX 0847/H                 ,-86.15903,39.746993,95854
"2706-1-10 MILLER'S GAS & OIL SERVICE,INC",FUEL OIL                      ,NULL,NULL,91077
"2706-1-10 MILLER'S GAS & OIL SERVICE,INC",All,NULL,NULL,91077
271-1-10 AMERICAN METAL PROCESSING CO  ,SPECIALTY PRODUCTS            ,-82.99866,42.467086,6310
271-1-10 AMERICAN METAL PROCESSING CO  ,All,-82.99866,42.467086,6310
2775-2-10 MOBIL OIL CORPORATION         ,KENSOL DISTILLATES HT         ,-75.23773,39.833156,72326
2775-2-10 MOBIL OIL CORPORATION         ,All,-75.23773,39.833156,72326
"2789-1-10 MODERN PRODUCT WORLD, LLC     ",RESINS                        ,103.9754333,36.55308533,4160
"2789-1-10 MODERN PRODUCT WORLD, LLC     ",All,103.9754333,36.55308533,4160
2800-1-10 HENRY COMPANY                 ,All,-75.617739,40.146549,224572
2800-1-10 HENRY COMPANY                 ,KENSOL NAPHTHAS               ,-75.617739,40.146549,219714
2800-1-10 HENRY COMPANY                 ,WAXES                         ,-75.617739,40.146549,4858
2800-701-10 HENRY COMPANY                 ,All,-95.91332245,62.83290863,30413
2800-701-10 HENRY COMPANY                 ,BASE OILS                     ,-95.91332245,62.83290863,18733
2800-701-10 HENRY COMPANY                 ,KENSOL NAPHTHAS               ,-95.91332245,62.83290863,11680
2800-702-10 HENRY COMPANY                 ,All,-73.6557,45.4473,68265
2800-702-10 HENRY COMPANY                 ,KENSOL NAPHTHAS               ,-73.6557,45.4473,37077
2800-702-10 HENRY COMPANY                 ,BASE OILS                     ,-73.6557,45.4473,31188
2800-801-10 HENRY COMPANY                 ,KENSOL NAPHTHAS               ,-86.25214,39.736844,193131
2800-801-10 HENRY COMPANY                 ,All,-86.25214,39.736844,193131
"2822-1-10 MSW TRANSPORT, LLC            ",GASOLINE                      ,-78.61789,42.035792,17421
"2822-1-10 MSW TRANSPORT, LLC            ",All,-78.61789,42.035792,17421
2828-1-10 NALCO CHEMICAL COMPANY        ,KENSOL DISTILLATES HT         ,-80.27534,40.857663,29387
2828-1-10 NALCO CHEMICAL COMPANY        ,All,-80.27534,40.857663,29387
2833-1-10 NATIVE PRIDE                  ,All,-79.09002,42.573552,2047828
2833-1-10 NATIVE PRIDE                  ,FUEL OIL                      ,-79.09002,42.573552,1630193
2833-1-10 NATIVE PRIDE                  ,GASOLINE                      ,-79.09002,42.573552,417635
2835-2-10 NAVASOTA INDUSTRIAL           ,OCTG                          ,-96.07999,30.374501,8923
2835-2-10 NAVASOTA INDUSTRIAL           ,All,-96.07999,30.374501,8923
"2836-1-10 NECO PETROLEUM, LLC           ",All,-74.67374,44.98184,1671342
"2836-1-10 NECO PETROLEUM, LLC           ",GASOLINE                      ,-74.67374,44.98184,1610991
"2836-1-10 NECO PETROLEUM, LLC           ",FUEL OIL                      ,-74.67374,44.98184,60351
2836-4-10 NECO                          ,All,NULL,NULL,380652
2836-4-10 NECO                          ,GASOLINE                      ,NULL,NULL,365536
2836-4-10 NECO                          ,FUEL OIL                      ,NULL,NULL,15116
2841-2-10 NAUGHTON ENERGY CORP          ,All,NULL,NULL,4881
2841-2-10 NAUGHTON ENERGY CORP          ,FUEL OIL                      ,NULL,NULL,4881
2847-1-10 NCH CORPORATION/MOWHAWK LABS  ,All,-86.05378,39.83729,624
2847-1-10 NCH CORPORATION/MOWHAWK LABS  ,RESINS                        ,-86.05378,39.83729,624
"2893-1-10 NITEO PRODUCTS, LLC           ",All,-90.01917,34.811777,11055
"2893-1-10 NITEO PRODUCTS, LLC           ",KENSOL DISTILLATES HT         ,-90.01917,34.811777,11055
2900-1-10 NITTANY OIL COMPANY           ,All,-77.89936,40.802661,3554807
2900-1-10 NITTANY OIL COMPANY           ,All,-79.61815,39.968368,3554807
2900-1-10 NITTANY OIL COMPANY           ,FUEL OIL                      ,-79.61815,39.968368,1782575
2900-1-10 NITTANY OIL COMPANY           ,FUEL OIL                      ,-77.89936,40.802661,1782575
2900-1-10 NITTANY OIL COMPANY           ,GASOLINE                      ,-79.61815,39.968368,1772232
2900-1-10 NITTANY OIL COMPANY           ,GASOLINE                      ,-77.89936,40.802661,1772232
290-1-10 AMERICHEM SALES CORP.         ,All,-84.44738,42.582902,242292
290-1-10 AMERICHEM SALES CORP.         ,KENSOL NAPHTHAS               ,-84.44738,42.582902,228206
290-1-10 AMERICHEM SALES CORP.         ,KENDEX 0150 HT                ,-84.44738,42.582902,14086
290-801-10 AMERICHEM SALES COMPANY       ,All,-84.44738,42.582902,121777
290-801-10 AMERICHEM SALES COMPANY       ,KENSOL NAPHTHAS               ,-84.44738,42.582902,121777
291-1-10 AMERICHEM-PELZER              ,KENDEX 0847/H                 ,-84.44738,42.582902,194049
